Item,Contact_Name,Email,Postcode,Event,Event_Date,Status,Comments
RI-RI-221219,Alfie Turner,alfie.turner79@icloud.com,PL6 5 UE,New Writing Night,2026-11-29,Confirmed,Community partner
RI-RI-692069,Charlie Walker,charlie.walker32@yahoo.co.uk,PL6 7 NH,New Writing Night,2026-11-29,Attended,Follow up required
RI-RI-638760,Jack Brown,jack.brown18@gmail.com,PL6 6 ZQ,New Writing Night,2026-11-29,Attended,Follow up required
RI-RI-378989,Alice White,alice.white30@yahoo.co.uk,PL4 1 NM,New Writing Night,2026-11-29,Attended,Follow up required
RI-RI-851305,Phoebe Hill,phoebe.hill54@icloud.com,TA1 2 EE,New Writing Night,2026-11-29,Confirmed,Follow up required
RI-RI-102897,Max Bell,max.bell1@yahoo.co.uk,PL3 9 JV,New Writing Night,2026-11-29,Attended,
RI-RI-795730,Jack Murphy,jack.murphy89@gmail.com,PL6 5 LE,New Writing Night,2026-11-29,Confirmed,Repeat attendee
RI-RI-753234,Emma Hall,emma.hall32@yahoo.co.uk,PL9 2 OV,New Writing Night,2026-11-29,Attended,Follow up required
RI-RI-319495,William Evans,william.evans47@hotmail.co.uk,PL3 5 DE,New Writing Night,2026-11-29,Confirmed,Repeat attendee
RI-RI-112024,Olivia Hall,olivia.hall10@outlook.com,PL14 5 KE,New Writing Night,2026-11-29,Attended,Follow up required
RI-RI-507535,Evie Moore,evie.moore20@gmail.com,PL9 8 KK,New Writing Night,2026-11-29,Confirmed,Repeat attendee
RI-RI-849147,Lucas Patel,lucas.patel11@hotmail.co.uk,PL4 4 BA,New Writing Night,2026-11-29,Confirmed,Community partner
RI-RI-551153,Megan Thomas,megan.thomas52@yahoo.co.uk,PL6 7 ZX,New Writing Night,2026-11-29,Confirmed,Repeat attendee
RI-RI-172463,James Hill,james.hill51@gmail.com,TR1 7 XB,New Writing Night,2026-11-29,Confirmed,Community partner
RI-RI-813219,Samuel Evans,samuel.evans74@gmail.com,PL5 2 BU,New Writing Night,2026-11-29,Attended,Follow up required
RI-RI-680067,Oscar Hall,oscar.hall95@icloud.com,PL5 5 WP,New Writing Night,2026-11-29,Confirmed,Repeat attendee
RI-RI-683509,Charlie Brown,charlie.brown92@gmail.com,PL3 1 IJ,New Writing Night,2026-11-29,Cancelled,Follow up required
RI-RI-583178,Max Ahmed,max.ahmed37@hotmail.co.uk,PL9 7 NS,New Writing Night,2026-11-29,Confirmed,Repeat attendee
RI-RI-697779,Thomas Moore,thomas.moore51@gmail.com,PL3 4 XQ,New Writing Night,2026-11-29,Confirmed,
RI-RI-677019,Noah Walker,noah.walker50@outlook.com,PL2 3 VP,New Writing Night,2026-11-29,Confirmed,Repeat attendee
RI-RI-770904,Charlie Hill,charlie.hill17@hotmail.co.uk,PL1 7 DB,New Writing Night,2026-11-29,Confirmed,Community partner
RI-RI-125460,Harry Singh,harry.singh37@yahoo.co.uk,TA1 5 US,New Writing Night,2026-11-29,Confirmed,Community partner
RI-RI-714431,Grace Turner,grace.turner25@gmail.com,PL2 7 ZY,New Writing Night,2026-11-29,Confirmed,Repeat attendee
RI-RI-525268,Megan Perry,megan.perry13@yahoo.co.uk,PL4 2 JS,New Writing Night,2026-11-29,Confirmed,Follow up required
RI-RI-898697,Evie Roberts,evie.roberts11@outlook.com,PL7 6 LM,New Writing Night,2026-11-29,Confirmed,Community partner
RI-RI-935059,Sophie Hill,sophie.hill41@yahoo.co.uk,PL9 1 YY,New Writing Night,2026-11-29,Attended,
RI-RI-769722,Oliver Evans,oliver.evans25@icloud.com,PL7 8 BT,New Writing Night,2026-11-29,Confirmed,Follow up required
RI-RI-306809,Poppy Johnson,poppy.johnson17@yahoo.co.uk,PL7 7 MR,New Writing Night,2026-11-29,Attended,Repeat attendee
RI-RI-649457,Oscar Johnson,oscar.johnson58@outlook.com,TQ12 6 HA,New Writing Night,2026-11-29,Confirmed,Community partner
RI-RI-234314,Sophie Cook,sophie.cook60@outlook.com,PL2 5 AS,New Writing Night,2026-11-29,Confirmed,Repeat attendee
RI-RI-108932,Joshua Walker,joshua.walker88@yahoo.co.uk,PL7 5 HI,New Writing Night,2026-11-29,Attended,
RI-RI-551462,Ethan Ahmed,ethan.ahmed87@icloud.com,PL6 9 QM,New Writing Night,2026-11-29,Attended,Follow up required
RI-RI-272419,Emma Allen,emma.allen79@gmail.com,EX1 4 CN,New Writing Night,2026-11-29,Confirmed,Community partner
RI-RI-884591,Freya Ahmed,freya.ahmed35@outlook.com,TA1 1 HR,New Writing Night,2026-11-29,Confirmed,Follow up required
RI-RI-609973,Thomas White,thomas.white51@outlook.com,PL2 7 BA,New Writing Night,2026-11-29,Confirmed,Follow up required
RI-RI-823606,Lucy Perry,lucy.perry93@yahoo.co.uk,PL3 9 XF,New Writing Night,2026-11-29,Confirmed,
RI-RI-248938,George Bennett,george.bennett34@hotmail.co.uk,PL9 1 EC,New Writing Night,2026-11-29,Attended,Repeat attendee
RI-RI-795875,William Ahmed,william.ahmed6@outlook.com,TQ1 8 GB,New Writing Night,2026-11-29,Confirmed,
RI-RI-887409,Ruby Brown,ruby.brown24@icloud.com,PL1 7 KA,New Writing Night,2026-11-29,Confirmed,
RI-RI-990980,Sophie Bell,sophie.bell90@icloud.com,TQ4 2 QO,New Writing Night,2026-11-29,Confirmed,Follow up required
RI-RI-722256,Evie Green,evie.green25@hotmail.co.uk,PL5 4 HV,New Writing Night,2026-11-29,Confirmed,Follow up required
RI-RI-152146,Olivia Hill,olivia.hill34@hotmail.co.uk,PL12 9 GC,New Writing Night,2026-11-29,Confirmed,Community partner
RI-RI-631795,Megan Bell,megan.bell63@gmail.com,TR7 7 MA,New Writing Night,2026-11-29,Attended,Repeat attendee
RI-RI-776023,Chloe Bennett,chloe.bennett1@yahoo.co.uk,PL9 3 JM,New Writing Night,2026-11-29,Cancelled,Repeat attendee
RI-RI-899239,Oscar Evans,oscar.evans87@gmail.com,PL2 7 AG,New Writing Night,2026-11-29,Confirmed,Community partner
RI-RI-743300,Lucas Morgan,lucas.morgan77@yahoo.co.uk,PL5 9 HI,New Writing Night,2026-11-29,Confirmed,
RI-RI-351249,Charlie Hall,charlie.hall90@outlook.com,PL14 3 YC,New Writing Night,2026-11-29,Confirmed,Community partner
RI-RI-939245,Grace Hall,grace.hall30@icloud.com,PL5 5 MZ,New Writing Night,2026-11-29,Attended,Follow up required
RI-RI-228773,James Jackson,james.jackson95@gmail.com,TQ4 1 CQ,New Writing Night,2026-11-29,Confirmed,Repeat attendee
RI-RI-355956,Max Thomas,max.thomas80@outlook.com,PL5 2 LQ,New Writing Night,2026-11-29,Attended,Follow up required
RI-RI-166403,Lucas Jackson,lucas.jackson46@gmail.com,PL4 6 RG,New Writing Night,2026-11-29,Confirmed,Follow up required
RI-RI-419496,Lucy Ward,lucy.ward37@icloud.com,TA6 8 GG,New Writing Night,2026-11-29,Confirmed,Community partner
RI-RI-390551,Charlie Patel,charlie.patel30@hotmail.co.uk,TQ2 4 JY,New Writing Night,2026-11-29,Cancelled,Community partner
RI-RI-480586,Jack Ward,jack.ward40@gmail.com,PL2 3 RN,New Writing Night,2026-11-29,Confirmed,Community partner
RI-RI-421886,Jessica Smith,jessica.smith26@outlook.com,PL6 4 QO,New Writing Night,2026-11-29,Attended,Repeat attendee
RI-RI-349515,Oliver Jones,oliver.jones16@outlook.com,PL9 1 SI,Youth Theatre,2026-12-20,Confirmed,
RI-RI-987937,Evie Bennett,evie.bennett24@hotmail.co.uk,PL9 2 EF,Youth Theatre,2026-12-20,Attended,Repeat attendee
RI-RI-160049,Evie Green,evie.green25@hotmail.co.uk,PL5 4 HV,Youth Theatre,2026-12-20,Attended,Follow up required
RI-RI-995305,Olivia King,olivia.king91@outlook.com,PL5 5 ZT,Youth Theatre,2026-12-20,Attended,Follow up required
RI-RI-697355,Amelia King,amelia.king21@hotmail.co.uk,PL9 1 DV,Youth Theatre,2026-12-20,Attended,Follow up required
RI-RI-632545,Noah Williams,noah.williams17@gmail.com,PL4 9 UE,Youth Theatre,2026-12-20,Attended,Repeat attendee
RI-RI-819800,Chloe Scott,chloe.scott64@gmail.com,PL6 1 VP,Youth Theatre,2026-12-20,Confirmed,
RI-RI-762421,Joshua Walker,joshua.walker88@yahoo.co.uk,PL7 5 HI,Youth Theatre,2026-12-20,Confirmed,Community partner
RI-RI-973656,Lucas Evans,lucas.evans88@gmail.com,PL9 2 TU,Youth Theatre,2026-12-20,Confirmed,Follow up required
RI-RI-322117,Sophie Clarke,sophie.clarke50@hotmail.co.uk,PL6 3 JP,Youth Theatre,2026-12-20,Attended,
RI-RI-535507,Ethan King,ethan.king10@yahoo.co.uk,PL5 8 WK,Youth Theatre,2026-12-20,Cancelled,
RI-RI-761637,Amelia Bennett,amelia.bennett29@gmail.com,PL12 6 BT,Youth Theatre,2026-12-20,Confirmed,Follow up required
RI-RI-527249,Oliver Murphy,oliver.murphy56@yahoo.co.uk,PL3 7 RM,Youth Theatre,2026-12-20,Confirmed,
RI-RI-943363,Olivia Cook,olivia.cook97@icloud.com,PL1 7 KB,Youth Theatre,2026-12-20,Confirmed,Community partner
RI-RI-584431,Poppy Johnson,poppy.johnson97@yahoo.co.uk,PL6 9 QO,Youth Theatre,2026-12-20,Attended,
RI-RI-452851,Poppy Brown,poppy.brown99@outlook.com,PL2 1 IQ,Youth Theatre,2026-12-20,Attended,Repeat attendee
RI-RI-485552,Freya Hall,freya.hall37@icloud.com,PL3 6 II,Youth Theatre,2026-12-20,Confirmed,
RI-RI-670881,Ella Taylor,ella.taylor14@icloud.com,PL4 7 LF,Youth Theatre,2026-12-20,Confirmed,Follow up required
RI-RI-667234,Daniel Martin,daniel.martin49@yahoo.co.uk,PL6 7 MK,Youth Theatre,2026-12-20,Confirmed,Follow up required
RI-RI-442476,Charlotte Brown,charlotte.brown24@hotmail.co.uk,PL2 6 OD,Youth Theatre,2026-12-20,Confirmed,Community partner
RI-RI-929452,Jessica Johnson,jessica.johnson26@hotmail.co.uk,PL3 1 WH,Youth Theatre,2026-12-20,Confirmed,Repeat attendee
RI-RI-538622,Chloe Bennett,chloe.bennett59@hotmail.co.uk,PL4 8 RZ,Youth Theatre,2026-12-20,Attended,Community partner
RI-RI-532052,Ruby Smith,ruby.smith17@icloud.com,PL4 4 NJ,Youth Theatre,2026-12-20,Confirmed,Follow up required
RI-RI-852727,Leo White,leo.white33@outlook.com,TA1 6 DM,Youth Theatre,2026-12-20,Confirmed,Repeat attendee
RI-RI-280721,Ella Ahmed,ella.ahmed59@yahoo.co.uk,PL5 4 ZK,Youth Theatre,2026-12-20,Confirmed,Repeat attendee
RI-RI-838533,Max Taylor,max.taylor21@icloud.com,PL4 6 AB,Youth Theatre,2026-12-20,Confirmed,
RI-RI-762792,Jacob Davies,jacob.davies54@hotmail.co.uk,TA6 3 YT,Youth Theatre,2026-12-20,Confirmed,Repeat attendee
RI-RI-810616,Samuel Evans,samuel.evans74@gmail.com,PL5 2 BU,Youth Theatre,2026-12-20,Confirmed,
RI-RI-521836,Ethan Bell,ethan.bell72@yahoo.co.uk,TR7 4 XB,Youth Theatre,2026-12-20,Attended,Repeat attendee
RI-RI-702207,Ethan Ahmed,ethan.ahmed87@icloud.com,PL6 9 QM,Youth Theatre,2026-12-20,Confirmed,Follow up required
RI-RI-520159,Sophie Smith,sophie.smith15@outlook.com,PL6 4 NC,Youth Theatre,2026-12-20,Confirmed,Repeat attendee
RI-RI-329650,Amelia Brown,amelia.brown31@hotmail.co.uk,PL5 2 QN,Youth Theatre,2026-12-20,Attended,
RI-RI-706715,Sophie Collins,sophie.collins91@outlook.com,TR1 4 WL,Youth Theatre,2026-12-20,Confirmed,
RI-RI-487326,Lucy Thomas,lucy.thomas92@yahoo.co.uk,PL4 5 IO,Youth Theatre,2026-12-20,Cancelled,Follow up required
RI-RI-974043,Sophie Collins,sophie.collins95@yahoo.co.uk,PL14 1 PZ,Youth Theatre,2026-12-20,Attended,
RI-RI-409428,Samuel Bell,samuel.bell89@gmail.com,PL4 2 FS,Youth Theatre,2026-12-20,Confirmed,Community partner
RI-RI-945240,Charlotte Wilson,charlotte.wilson42@hotmail.co.uk,PL1 8 LB,Youth Theatre,2026-12-20,Attended,Follow up required
RI-RI-181164,Poppy Young,poppy.young2@gmail.com,EX2 2 FL,Youth Theatre,2026-12-20,Confirmed,Follow up required
RI-RI-695560,Leo Moore,leo.moore80@outlook.com,EX4 9 JE,Youth Theatre,2026-12-20,Confirmed,
RI-RI-779313,Amelia Smith,amelia.smith94@outlook.com,PL9 7 MA,Youth Theatre,2026-12-20,Confirmed,Community partner
RI-RI-238963,Ella Bennett,ella.bennett80@outlook.com,PL4 5 LI,Youth Theatre,2026-12-20,Confirmed,Follow up required
RI-RI-571352,Evie Ward,evie.ward29@hotmail.co.uk,PL2 3 HH,Youth Theatre,2026-12-20,Attended,Community partner
RI-RI-736953,Harry White,harry.white84@yahoo.co.uk,PL19 7 HU,Youth Theatre,2026-12-20,Confirmed,
RI-RI-933568,Charlotte Patel,charlotte.patel7@yahoo.co.uk,PL2 5 FS,Youth Theatre,2026-12-20,Confirmed,Community partner
RI-RI-142465,Noah Moore,noah.moore85@icloud.com,PL6 5 AF,Youth Theatre,2026-12-20,Confirmed,Repeat attendee
RI-RI-890804,Ethan Wood,ethan.wood45@yahoo.co.uk,PL9 5 VP,Youth Theatre,2026-12-20,Confirmed,Community partner
RI-RI-560042,Mia Allen,mia.allen59@hotmail.co.uk,PL5 3 EY,Youth Theatre,2026-12-20,Confirmed,Follow up required
RI-RI-300750,Grace Turner,grace.turner25@gmail.com,PL2 7 ZY,Youth Theatre,2026-12-20,Confirmed,Community partner
RI-RI-238749,Thomas Moore,thomas.moore14@gmail.com,PL19 1 MQ,Youth Theatre,2026-12-20,Confirmed,Repeat attendee
RI-RI-955542,Amelia Cook,amelia.cook13@gmail.com,PL2 1 LV,Youth Theatre,2026-12-20,Confirmed,Follow up required
RI-RI-959265,Leo Martin,leo.martin44@yahoo.co.uk,PL4 5 MX,Youth Theatre,2026-12-20,Confirmed,Repeat attendee
RI-RI-385663,Oscar Martin,oscar.martin10@gmail.com,PL1 5 KG,Youth Theatre,2026-12-20,Confirmed,
RI-RI-165027,Ella Jones,ella.jones20@hotmail.co.uk,PL5 8 OE,Youth Theatre,2026-12-20,Attended,Community partner
RI-RI-188676,Mia Allen,mia.allen90@yahoo.co.uk,PL1 9 EC,Youth Theatre,2026-12-20,Confirmed,Follow up required
RI-RI-413581,Max Ahmed,max.ahmed37@hotmail.co.uk,PL9 7 NS,Youth Theatre,2026-12-20,Attended,
RI-RI-900766,Lucas Allen,lucas.allen76@gmail.com,PL6 6 JQ,Youth Theatre,2026-12-20,Confirmed,Repeat attendee
RI-RI-396653,Mia Taylor,mia.taylor93@outlook.com,PL4 9 NR,Youth Theatre,2026-12-20,Confirmed,
RI-RI-340590,Charlie Murphy,charlie.murphy57@icloud.com,PL2 3 LD,Youth Theatre,2026-12-20,Confirmed,Community partner
RI-RI-550417,Charlotte Brown,charlotte.brown43@gmail.com,TR1 6 AC,Youth Theatre,2026-12-20,Confirmed,Repeat attendee
RI-RI-761390,Henry Taylor,henry.taylor1@yahoo.co.uk,PL5 4 VL,Youth Theatre,2026-12-20,Confirmed,Follow up required
RI-RI-220671,Thomas Jackson,thomas.jackson60@icloud.com,PL7 9 UE,Youth Theatre,2026-12-20,Attended,Community partner
RI-RI-491887,Harry Taylor,harry.taylor16@yahoo.co.uk,PL9 2 RB,Youth Theatre,2026-12-20,Attended,Repeat attendee
RI-RI-810786,George Baker,george.baker47@hotmail.co.uk,TA6 9 GS,Youth Theatre,2026-12-20,Attended,Repeat attendee
RI-RI-258436,Harry Wilson,harry.wilson99@outlook.com,PL3 3 PE,Youth Theatre,2026-12-20,Confirmed,Repeat attendee
RI-RI-308903,Harry Cook,harry.cook22@hotmail.co.uk,TQ3 4 MJ,Youth Theatre,2026-12-20,Attended,Repeat attendee
RI-RI-191495,Jacob Turner,jacob.turner73@outlook.com,PL2 5 LG,Youth Theatre,2026-12-20,Confirmed,
RI-RI-281918,Evie Perry,evie.perry88@hotmail.co.uk,PL3 9 CL,Youth Theatre,2026-12-20,Confirmed,Community partner
RI-RI-367721,Ruby Baker,ruby.baker61@gmail.com,PL2 3 UY,Youth Theatre,2026-12-20,Confirmed,Community partner
RI-RI-531623,George Young,george.young37@outlook.com,PL5 8 RI,Youth Theatre,2026-12-20,Attended,
RI-RI-716015,Lucas Jones,lucas.jones55@gmail.com,PL14 3 RJ,Youth Theatre,2026-12-20,Confirmed,Follow up required
RI-RI-438292,George Williams,george.williams76@hotmail.co.uk,PL5 7 AW,Youth Theatre,2026-12-20,Confirmed,Follow up required
RI-RI-884590,Chloe Bennett,chloe.bennett6@icloud.com,PL6 2 IR,Youth Theatre,2026-12-20,Attended,Follow up required
RI-RI-188601,Max Scott,max.scott44@hotmail.co.uk,PL5 1 AM,Youth Theatre,2026-12-20,Confirmed,
RI-RI-910193,Emma Morgan,emma.morgan80@gmail.com,TR7 2 HE,Youth Theatre,2026-12-20,Attended,
RI-RI-432113,Oliver Jackson,oliver.jackson92@gmail.com,PL2 5 SF,Youth Theatre,2026-12-20,Confirmed,Community partner
RI-RI-271210,Charlotte Bell,charlotte.bell46@hotmail.co.uk,PL3 7 UQ,Youth Theatre,2026-12-20,Confirmed,Repeat attendee
RI-RI-876628,Olivia Taylor,olivia.taylor18@yahoo.co.uk,PL3 4 RI,Youth Theatre,2026-12-20,Confirmed,Follow up required
RI-RI-557994,Lily Jones,lily.jones3@gmail.com,PL5 7 HQ,Youth Theatre,2026-12-20,Confirmed,
RI-RI-754091,Olivia Young,olivia.young78@hotmail.co.uk,PL2 7 PK,Youth Theatre,2026-12-20,Confirmed,Repeat attendee
RI-RI-330887,Jessica Clarke,jessica.clarke26@yahoo.co.uk,PL7 6 PU,Youth Theatre,2026-12-20,Cancelled,Repeat attendee
RI-RI-590535,Joshua Davies,joshua.davies22@icloud.com,PL6 4 LX,Youth Theatre,2026-12-20,Confirmed,Follow up required
RI-RI-768711,Freya Singh,freya.singh75@icloud.com,TQ12 6 QS,Youth Theatre,2026-12-20,Confirmed,
RI-RI-387625,Amelia Jackson,amelia.jackson97@outlook.com,PL21 9 IB,Youth Theatre,2026-12-20,Confirmed,Community partner
RI-RI-231309,Charlie Bell,charlie.bell74@yahoo.co.uk,PL5 5 RV,Youth Theatre,2026-12-20,Confirmed,
RI-RI-837040,Ella Green,ella.green5@yahoo.co.uk,PL6 2 WK,Youth Theatre,2026-12-20,Confirmed,Community partner
RI-RI-698699,Sophie Cook,sophie.cook60@outlook.com,PL2 5 AS,Youth Theatre,2026-12-20,Attended,Community partner
RI-RI-727207,Mia Murphy,mia.murphy81@gmail.com,PL4 5 DJ,Youth Theatre,2026-12-20,Confirmed,
RI-RI-853421,Emily Hall,emily.hall99@hotmail.co.uk,TQ12 3 JC,Youth Theatre,2026-12-20,Confirmed,Community partner
RI-RI-846743,Daniel Wood,daniel.wood30@icloud.com,PL1 6 PY,Youth Theatre,2026-12-20,Cancelled,Follow up required
RI-RI-732533,Oliver Evans,oliver.evans25@icloud.com,PL7 8 BT,Youth Theatre,2026-12-20,Confirmed,
RI-RI-200789,Thomas Smith,thomas.smith48@hotmail.co.uk,PL2 3 OG,Youth Theatre,2026-12-20,Confirmed,
RI-RI-821990,Oscar Cooper,oscar.cooper26@icloud.com,PL7 6 RJ,Youth Theatre,2026-12-20,Confirmed,
RI-RI-634738,Daniel Collins,daniel.collins63@outlook.com,PL4 1 UH,Youth Theatre,2026-12-20,Confirmed,Follow up required
RI-RI-620938,Jacob White,jacob.white23@gmail.com,EX3 6 TJ,Youth Theatre,2026-12-20,Confirmed,Follow up required
RI-RI-539213,Evie Murphy,evie.murphy1@outlook.com,PL2 4 ED,Youth Theatre,2026-12-20,Attended,Community partner
RI-RI-809112,James Evans,james.evans62@icloud.com,TQ1 4 XE,Youth Theatre,2026-12-20,Confirmed,Community partner
RI-RI-526592,George Evans,george.evans23@outlook.com,PL1 8 NP,Youth Theatre,2026-12-20,Confirmed,Repeat attendee
RI-RI-568870,Ethan King,ethan.king54@outlook.com,PL7 6 XT,Youth Theatre,2026-12-20,Cancelled,Follow up required
RI-RI-108285,James Turner,james.turner33@outlook.com,PL3 2 EY,Youth Theatre,2026-12-20,Confirmed,Community partner
RI-RI-152000,Joshua White,joshua.white87@icloud.com,PL3 6 IB,Youth Theatre,2026-12-20,Confirmed,Follow up required
RI-RI-335856,Lucas Jackson,lucas.jackson46@gmail.com,PL4 6 RG,Youth Theatre,2026-12-20,Confirmed,Community partner
RI-RI-526739,Emily Singh,emily.singh26@hotmail.co.uk,PL9 1 DF,Youth Theatre,2026-12-20,Confirmed,Follow up required
RI-RI-597716,Jessica Evans,jessica.evans26@gmail.com,PL2 9 HR,Youth Theatre,2026-12-20,Confirmed,
RI-RI-879388,Daniel Thomas,daniel.thomas66@yahoo.co.uk,TQ2 6 CE,Youth Theatre,2026-12-20,Confirmed,Community partner
RI-RI-578101,Mia Clarke,mia.clarke72@outlook.com,PL2 3 RW,Youth Theatre,2026-12-20,Confirmed,
RI-RI-553483,William Ahmed,william.ahmed43@yahoo.co.uk,TA1 1 SG,Youth Theatre,2026-12-20,Confirmed,
